"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2012",9176.607,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2012",8299.02,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2011",9063.702,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2011",8180.588,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2010",8878.249,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2010",8099.992,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2009",8742.543,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2009",8012.908,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2008",8972.51,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2008",8024.333,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2007",8855.727,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2007",7901.094,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2006",8712.581,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2006",7701.16,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2005",8578.932,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2005",7544.577,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2004",8463.288,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2004",7451.744,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2003",8340.898,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2003",7319.938,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2002",8173.788,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2002",7117.543,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2001",8025.262,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2001",6907.039,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2000",7971.031,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2000",6789.096,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1999",7791.729,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1999",6610.249,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1998",7616.708,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1998",6430.299,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1997",7473.977,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1997",6234.189,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1996",7319.127,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1996",6100.998,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1995",7260.803,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1995",6034.572,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1994",7141.884,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1994",5916.86,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1993",6994.02,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1993",5798.725,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1992",6960.786,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1992",5770.128,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1991",7066.904,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1991",5790.461,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1990",7277.242,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1990",5809.151,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1989",7291.983,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1989",5704.177,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1988",7178.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1988",5531.383,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1987",7025.294,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1987",5307.729,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1986",6870.312,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1986",5138.194,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1985",6702.878,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1985",4955.126,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1984",6552.244,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1984",4749.476,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1983",6416.336,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1983",4605.665,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1982",6430.721,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1982",4512.954,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1981",6748.415,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1981",4556.619,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1980",6635.921,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1980",4348.125,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1979",6528.674,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1979",4139.897,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1978",6316.047,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1978",3904.237,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1977",6187.855,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1977",3729.287,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1976",6129.256,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1976",3618.229,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2023",22876.305,,,,"Repository: Eurostat special tabulation"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2023",20164.729,,,,"Repository: Eurostat special tabulation"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2022",22646.348,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2022",19919.27,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2021",22144.897,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2021",19369.13,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2020",22144.354,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2020",19411.357,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2019",22606.761,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2019",19785.321,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2018",22417.638,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2018",19490.967,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2017",22277.564,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2017",19387.602,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2016",22083.303,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2016",19219.206,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2015",21473.476,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2015",18769.763,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2014",21314.352,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2014",18589.593,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2013",21106.835,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2013",18375.909,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2012",21015.414,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2012",18108.023,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2011",20712.794,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2011",18010.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2010",20351.896,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2010",17405.315,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2009",20784.82,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2009",17738.292,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2008",21149.519,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2008",17539.823,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2007",20611.641,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2007",17353.851,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2006",20381.997,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2006",16828.51,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2005",19969.597,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2005",16379.567,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2004",19507.337,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2004",15954.712,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2003",19780.043,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2003",16145.995,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2002",20108.717,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2002",16165.331,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2001",20375.037,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2001",16151.462,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","2000",20422.604,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","2000",15900.809,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1999",20370.193,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1999",15716.04,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1998",20220.745,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Female","Status in employment (Aggregate): Total","1998",15314.66,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Employment by sex and status in employment (thousands)","Sex: Male","Status in employment (Aggregate): Total","1997",20158.303,,,,"Repository: ILO-STATISTICS - Micro data processing"
