"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2012",37.779,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2011",28.186,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2011",37.845,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2010",28.132,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2010",37.609,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2009",27.719,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2009",37.569,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2008",27.094,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2008",37.542,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2007",27.274,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2007",37.638,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2006",27.329,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2006",38.117,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2005",27.197,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2005",38.342,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2004",26.834,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2004",38.015,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2003",26.586,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2003",38.11,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2002",26.989,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2002",39.094,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2001",27.735,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2001",40.246,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2000",27.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2000",40.601,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1999",27.614,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1999",41.087,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1998",27.878,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1998",41.621,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1997",27.772,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1997",42.21,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1996",27.832,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1996",42.535,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1995",27.538,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1995",42.52,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1994",26.902,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1994",42.481,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1993",26.686,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1993",42.338,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1992",26.143,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1992",42.163,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1991",24.957,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1991",41.569,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1990",23.881,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1990",41.501,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1989",23.237,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1989",41.891,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1988",23.374,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1988",42.58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1987",23.152,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1987",43.541,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1986",23.148,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1986",44.28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1985",23.272,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1985",45.071,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1984",23.305,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1984",46.227,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1983",23.137,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1983",47.031,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1982",22.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1982",47.87,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1981",21.554,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1981",47.981,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1980",21.666,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1980",49.398,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1979",21.646,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1979",50.621,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1978",22.073,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1978",52.06,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1977",22.442,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1977",53.467,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1976",22.328,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1976",54.303,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Canada","PC - Population Census","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1971",34.33,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","PC - Population Census","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1961",21.86,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","PC - Population Census","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1961",70.29,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","PC - Population Census","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1951",17.65,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population | Age coverage - minimum age: 14 years old"
"Canada","PC - Population Census","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1951",76.31,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population | Age coverage - minimum age: 14 years old"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2023",33.3,,,,"Repository: Eurostat special tabulation"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2023",43.6,,,,"Repository: Eurostat special tabulation"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2022",33.437,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2022",43.87,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2021",34.036,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2021",44.617,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2020",34.136,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2020",44.576,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2019",32.564,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2019",43.33,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2018",33.159,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2018",44.147,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2017",33.297,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2017",44.068,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2016",33.372,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2016",44.384,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2015",34.035,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2015",45.285,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2014",33.691,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2014",45.171,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2013",33.563,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2013",45.397,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2012",33.573,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2012",45.942,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2011",33.707,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2011",45.689,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2010",33.63,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2010",47.273,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2009",33.721,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2009",46.649,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2008",33.458,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2008",47.433,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2007",33.947,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2007",47.329,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2006",33.426,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2006",47.804,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2005",33.816,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2005",48.934,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2004",35.264,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2004",50.568,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2003",34.632,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2003",50.263,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2002",34.308,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2002",50.64,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2001",33.806,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2001",50.707,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","2000",33.344,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","2000",51.142,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1999",32.623,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1999",51.037,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Male","Age (Aggregate bands): Total","1998",32.385,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Inactivity rate by sex and age (%)","Sex: Female","Age (Aggregate bands): Total","1998",51.592,,,,"Repository: ILO-STATISTICS - Micro data processing"
